id,name,slug,status,exempt,types,jurisdiction,address,location,email,other_emails,phone,fax,website,twitter,twitter_handles,parent,appeal_agency,can_email_appeals,url,foia_logs,foia_guide,public_notes,absolute_url,average_response_time,fee_rate,success_rate
6225,office of the attorney general - massachusetts,office-of-the-attorney-general-massachusetts,rejected,False,[],1,,,,,,,,,,,,False,,,,,/agency/massachusetts-1/office-of-the-attorney-general-massachusetts-6225/,0,0,0
6197,Massachusetts Office of Information Technology,massachusetts-office-of-information-technology,approved,False,[],1,"Office of Information Technology
1 Ashburton Place, Room 804
Boston, MA 02108","{u'type': u'Point', u'coordinates': [-71.0623328, 42.3594755]}",michelle.burwell@state.ma.us,,617-626-4400,,,,,,,False,,,,,/agency/massachusetts-1/massachusetts-office-of-information-technology-6197/,12,0.0,50.0
6185,Massachusetts Army National Guard,massachusetts-army-national-guard,approved,False,[],1,"Massachusetts National Guard
J6 - Information Services
ATTN: FOIA Officer
2 Randolph Road
Hanscom AFB, MA 01731",,ng.ma.maarng.mbx.foia@mail.mil,,339-202-3620,339-202-0002,,,,,,False,,,,,/agency/massachusetts-1/massachusetts-army-national-guard-6185/,128,0.0,33.33333333333333
714,"Department of Public Health, Division of Health Care Quality",department-of-public-health,approved,False,[u'Health'],1,"Division of Health Care Quality
99 Chauncy Street, 11th Floor
Boston, MA 02111
Attn: Public Information Unit",,amy.sorensen-alawad@state.ma.us,,617 624 5006,6177538233,,,,,,False,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/nursing-homes/public-information.html,,,,/agency/massachusetts-1/department-of-public-health-714/,300,0.0,0.0
193,University of Massachusetts (Amherst),university-of-massachusetts-amherst,approved,False,[u'College or University'],1,,,edblag@admin.umass.edu,,,,,,,,,False,,,,,/agency/massachusetts-1/university-of-massachusetts-amherst-193/,47,35.714285714285715,64.28571428571429
160,Massachusetts Technology Collaborative,massachusetts-technology-collaborative,approved,False,[],1,"75 North Drive
Westborough, MA 01581",,noyes@masstech.org,,(508) 870-0312,(508) 898-2275,,,,,,False,http://www.masstech.org/agencyoverview/contact.htm,,,,/agency/massachusetts-1/massachusetts-technology-collaborative-160/,381,0.0,0.0
163,MassDevelopment,massdevelopment,rejected,False,[],1,,,,,,,,,,,,False,,,,,/agency/massachusetts-1/massdevelopment-163/,97,0.0,100.0
412,Department of Children and Families,department-of-social-services,approved,False,[],1,"Department of Children and Families
600 Washington Street
Boston, MA 02111","{u'type': u'Point', u'coordinates': [-71.1669339, 42.3503915]}",dcfcommissioner@state.ma.us,jon.seiff@state.ma.us,617-748-2000,,,,,,,False,,,,,/agency/massachusetts-1/department-of-social-services-412/,105,9.090909090909092,36.36363636363637
164,MassDevelopment,massdevelopment,approved,False,[],1,"Zachary Dovitz
Counsel
99 High Street
Boston, MA 02110",,vstratton@massdevelopment.com,,617-330-2000,,,,,,,False,,,,,/agency/massachusetts-1/massdevelopment-164/,27,0.0,36.36363636363637
139,Human Resources Division,human-resources-division,approved,False,[],1,"One Ashburton Place, Room 301
Boston, MA 02108",,,,,16177271175,,,,,,False,"http://www.mass.gov/?pageID=afmodulechunk&L=4&L0=Home&L1=Employment,+Equal+Access,+Disability&L2=Oversight+Agencies&L3=Human+Resources+Division&sid=Eoaf&b=terminalcontent&f=hrd_contact_executiveoffice",,,,/agency/massachusetts-1/human-resources-division-139/,67,50.0,50.0
3801,"Office of Consumer Affairs and Business, Division of Professional Licensure",office-consumer-affairs-and-business-division-professional-licensure,approved,False,[],1,"1000 Washington Street, Suite 710
Boston, Massachusetts 02118-6100
Detailed DPL Contact Information
Phone: (617) 727-3074
Fax: (617) 727-1944
",,DPL.RAO@state.ma.us,,617-727-3110,617-727-2197,http://license.reg.state.ma.us/public/dpl_contact_info/dpl_contact_info.asp,,,,,False,,,,,/agency/massachusetts-1/office-consumer-affairs-and-business-division-professional-licensure-3801/,12,0.0,60.0
141,Office of the Comptroller,comptrollers-office,approved,False,[],1,"Office Of The Comptroller
One Ashburton Place RM 901
Boston, MA 02108","{u'type': u'Point', u'coordinates': [-71.0595677, 42.3604823]}",comptroller.info@state.ma.us,Caroline.henriques@osc.state.ma.us,,16177272163,,,,,,False,,,,,/agency/massachusetts-1/comptrollers-office-141/,73,4.761904761904762,33.33333333333333
191,Elections Division (Secretary of State),elections-division-secretary-of-state,approved,False,[u'Elections'],1,"Secretary of the Commonwealth
Elections Division
McCormack Building, Room 1705
One Ashburton Place
Boston, MA 02108",,elections@sec.state.ma.us,,617-727-2828,16177423238,,,,,,False,http://www.sec.state.ma.us/ele/eleidx.htm,,,,/agency/massachusetts-1/elections-division-secretary-of-state-191/,24,14.285714285714285,28.57142857142857
131,Parole Board,parole-board,approved,False,[],1,"12 Mercer Road
Natick, MA 01760","{u'type': u'Point', u'coordinates': [-71.3905219716898, 42.296721978877]}",eopsinfo@state.ma.us,,,15086504599,,,,,,False,,,,,/agency/massachusetts-1/parole-board-131/,31,20.0,40.0
171,Massachusetts Clean Energy Center,massachusetts-clean-energy-center,approved,False,[],1,"Massachusetts Clean Energy Center
55 Summer Street, 9th Floor 
Boston, MA 02110
","{u'type': u'Point', u'coordinates': [-71.058962, 42.35435]}",cwilliams@masscec.com,mkakley@masscec.com,617-315-9355,617-315-9356,,,,,,False,,,,,/agency/massachusetts-1/massachusetts-clean-energy-center-171/,102,0.0,33.33333333333333
156,Office of Medicaid,office-of-medicaid,approved,False,[],1,"CMS, Boston Regional Office
JFK Federal Building, Rm. 2375
Boston, MA 02203","{u'type': u'Point', u'coordinates': [-71.0595677, 42.3604823]}",Nora.Morris@cms.hhs.gov,,6175651183,4433805621,,,,,,False,,,,,/agency/massachusetts-1/office-of-medicaid-156/,0,0,0
175,Department of Revenue,department-of-revenue,approved,False,[u'Revenue'],1,"PO Box 7010
Boston, MA 02204","{u'type': u'Point', u'coordinates': [-71.0595677, 42.3604823]}",randallr@dor.state.ma.us,,617-626-4247,,,,,,,False,,,,,/agency/massachusetts-1/department-of-revenue-175/,21,4.166666666666666,54.166666666666664
230,The Massachusetts Historical Commission,the-massachusetts-historical-commission,approved,False,[],1,"Secretary of the Commonwealth
Massachusetts Historical Commission
220 Morrissey Boulevard
Boston, MA 02125-3314",,mhc@sec.state.ma.us,,617-727-8470,617-727-5128,,,,,,False,http://www.sec.state.ma.us/mhc/mhccon.htm,,,,/agency/massachusetts-1/the-massachusetts-historical-commission-230/,4,0.0,0.0
231,Department of Youth Services,department-of-youth-services,approved,False,[],1,"Kathryn Swiniarski
Administrative Assistant II
General Counsel's Office
Department of Youth Services
600 Washington St., 4th Floor
Boston, MA 02111","{u'type': u'Point', u'coordinates': [-71.1669339, 42.3503915]}",kathryn.a.swiniarski@massmail.state.ma.us,dysinfodesk@massmail.state.ma.us,617-960-3295,,,,,,,False,http://www.mass.gov/?pageID=eohhs2agencylanding&L=4&L0=Home&L1=Government&L2=Departments+and+Divisions&L3=Department+of+Youth+Services&sid=Eeohhs2,,,,/agency/massachusetts-1/department-of-youth-services-231/,64,20.0,60.0
331,"Department of Public Safety, Architectural Access Board",ma-department-of-public-safety-architectural-access-board-one-ashburton-place-room-1310-boston-ma-02108,approved,False,[],1,"One Ashburton Place, Room 1310
Boston, MA 02108-1618",,Kate.Sutton@state.ma.us,,617-727-0660,617-727-0665,,,,,,False,http://www.mass.gov/dps,,,,/agency/massachusetts-1/ma-department-of-public-safety-architectural-access-board-one-ashburton-place-room-1310-boston-ma-02108-331/,15,60.0,40.0
257,Massachusetts Department of Criminal Justice Information Services,massachusetts-department-of-criminal-information-services,approved,False,[],1,"200 Arlington Street, Suite 2200
Chelsea, MA 02150","{u'type': u'Point', u'coordinates': [-71.0365118879729, 42.394765950253]}",,,617-660-4627,(617) 660-4613,http://www.mass.gov/eopss/agencies/dcjis/,,,,,False,http://www.mass.gov/eopss/agencies/dcjis/,,,,/agency/massachusetts-1/massachusetts-department-of-criminal-information-services-257/,150,12.5,25.0
330,Supervisor of Public Records,supervisor-of-records,approved,False,[],1,"Supervisor of Records
Office of the Secretary of the Commonwealth
McCormack Building, Room 1719
One Ashburton Place
Boston, MA 02108",,pre@sec.state.ma.us,,617-727-2832,,,,,,,False,http://www.sec.state.ma.us/pre/preapp/appidx.htm,,,Appeals may be sent to pre@sec.state.ma.us.,/agency/massachusetts-1/supervisor-of-records-330/,72,28.57142857142857,42.857142857142854
410,Registry of Motor Vehicles,registry-motor-vehicles,approved,False,[u'Transportation'],1,,,Jean.berke@dot.state.ma.us,,617-351-4500,,,,,,,False,http://www.mass.gov/rmv/feedback/index.htm,,,,/agency/massachusetts-1/registry-motor-vehicles-410/,238,44.44444444444444,55.55555555555556
501,Energy Facilities Siting Board,energy-facilities-siting-board,approved,False,[],1,"One South Station
Fifth Floor
Boston, MA 02110","{u'type': u'Point', u'coordinates': [-71.0595677, 42.3604823]}",Andrew.Greene@state.ma.us,james.a.buckley@state.ma.us,(617) 305-3525,,,,,,,False,,,,,/agency/massachusetts-1/energy-facilities-siting-board-501/,0,50.0,0.0
562,Department of Public Utilities,department-of-public-utilities,approved,False,[],1,,,DPU.Legal@state.ma.us,,,,,,,,,False,http://www.mass.gov/eea/grants-and-tech-assistance/guidance-technical-assistance/agencies-and-divisions/dpu/dpu-contact-information.html,,,,/agency/massachusetts-1/department-of-public-utilities-562/,23,0.0,72.72727272727273
651,Metropolitan Law Enforcement Council (MetroLEC),metropolitan-law-enforcement-council-metrolec,approved,False,[u'Police'],1,,,kberkowitz@town.canton.ma.us,,,,,,,,,False,http://metroswat.com/,,,,/agency/massachusetts-1/metropolitan-law-enforcement-council-metrolec-651/,10,0.0,14.285714285714285
26,Office of Consumer Affairs and Business Regulation,office-of-consumer-affairs-and-business-regulation,approved,False,[],1,"Office of Consumer Affairs and Business Regulation
Ten Park Plaza, Suite 5170
Boston, MA 02116
Phone: (617) 973-8700",,,,,617-973-8799,,,,,,False,,,,,/agency/massachusetts-1/office-of-consumer-affairs-and-business-regulation-26/,9,0.0,50.0
2553,Montachusett Regional Transit Authority,montachusett-regional-transit-authority,approved,False,[u'Transportation'],1,,,ContactMART@mrta.us,,,19783459867,,,,,,False,http://mrta.us/,,,,/agency/massachusetts-1/montachusett-regional-transit-authority-2553/,7,0.0,100.0
5917,"Massachusetts Department of Criminal Justice Information Services, Architectural Access Board",massachusetts-department-of-criminal-justice-information-services-architectural-access-board,rejected,False,[],1,,,,,,,,,,,,False,,,,,/agency/massachusetts-1/massachusetts-department-of-criminal-justice-information-services-architectural-access-board-5917/,0,0,0
2554,Worcester Regional Transit Authority,worcester-regional-transit-authority,approved,False,[],1,"60 Foster Street (Hub)
Worcester, MA 01608",,,,,15087521676,,,,,,False,http://www.therta.com/contact/,,,,/agency/massachusetts-1/worcester-regional-transit-authority-2554/,0,0,0
